GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,Home_Team_Name,Visitor_Team_Name,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,Winner
2012-01-13,21100139,Final,Rockets,Kings,2011,103,0.449,0.789,0.381,22,55,89,0.438,0.938,0.2,17,36,Rockets
2012-01-13,21100140,Final,Mavericks,Bucks,2011,102,0.52,0.778,0.455,20,43,76,0.372,0.813,0.208,15,36,Mavericks
2012-01-13,21100141,Final,Spurs,Trail Blazers,2011,99,0.514,0.68,0.353,23,50,83,0.405,0.714,0.278,20,36,Spurs
2012-01-13,21100142,Final,Suns,Nets,2011,103,0.519,0.813,0.364,26,35,110,0.5,0.789,0.469,18,35,Nets
2012-01-13,21100126,Final,Nuggets,Heat,2011,117,0.551,0.731,0.48,26,37,104,0.469,0.724,0.438,19,40,Nuggets
2012-01-13,21100127,Final,Lakers,Cavaliers,2011,97,0.487,0.783,0.357,30,36,92,0.376,0.8,0.333,20,44,Lakers
2012-01-12,21100128,Final,Hawks,Hornets,2011,111,0.467,0.75,0.316,29,55,81,0.423,0.875,0.125,21,30,Hawks
2012-01-12,21100129,Final,Bucks,Pistons,2011,102,0.474,1,0.5,25,35,93,0.446,1,0.6,18,35,Bucks
2012-01-12,21100130,Final,Grizzlies,Knicks,2011,94,0.453,0.667,0.5,20,48,83,0.373,0.909,0.423,19,41,Grizzlies
2012-01-12,21100131,Final,Suns,Cavaliers,2011,90,0.453,0.7,0.381,23,39,101,0.438,0.619,0.526,22,47,Cavaliers
2012-01-12,21100120,Final,Warriors,Magic,2011,109,0.524,0.684,0.435,27,38,117,0.515,0.655,0.478,27,43,Magic
2012-01-11,21100121,Final,Raptors,Kings,2011,91,0.425,0.81,0.3,20,44,98,0.37,0.912,0.292,13,48,Kings
2012-01-11,21100122,Final,Pacers,Hawks,2011,96,0.459,0.75,0.429,25,43,84,0.375,0.704,0.385,14,45,Pacers
2012-01-11,21100123,Final,Knicks,76ers,2011,85,0.416,0.789,0.273,13,46,79,0.395,0.667,0.2,10,37,Knicks
2012-01-11,21100124,Final,Celtics,Mavericks,2011,85,0.453,0.719,0.364,19,35,90,0.443,0.56,0.375,18,43,Mavericks
2012-01-11,21100125,Final,Bulls,Wizards,2011,78,0.367,0.563,0.25,17,62,64,0.31,0.75,0.333,12,46,Bulls
2012-01-11,21100110,Final,Pelicans,Thunder,2011,85,0.45,0.706,0.063,20,42,95,0.479,0.692,0.35,19,36,Thunder
2012-01-11,21100111,Final,Spurs,Rockets,2011,101,0.457,0.706,0.313,23,42,95,0.427,0.833,0.143,19,48,Spurs
2012-01-11,21100112,Final,Nuggets,Nets,2011,123,0.595,0.8,0.611,37,37,115,0.518,0.75,0.571,31,29,Nuggets
2012-01-11,21100113,Final,Jazz,Lakers,2011,87,0.387,0.688,0.286,22,46,90,0.427,0.842,0.444,17,46,Lakers
2012-01-11,21100114,Final,Trail Blazers,Magic,2011,104,0.477,0.923,0.4,23,32,107,0.586,0.474,0.593,25,42,Magic
2012-01-11,21100115,Final,Clippers,Heat,2011,95,0.419,0.739,0.353,22,45,89,0.395,0.588,0.313,18,50,Clippers
2012-01-10,21100116,Final,76ers,Kings,2011,112,0.566,0.684,0.385,30,46,85,0.395,0.619,0.211,16,43,76ers
2012-01-10,21100117,Final,Wizards,Raptors,2011,93,0.488,0.529,0.308,20,39,78,0.395,0.824,0.2,21,44,Wizards
2012-01-10,21100118,Final,Hornets,Rockets,2011,70,0.341,0.818,0.077,16,44,82,0.386,0.75,0.353,18,57,Rockets
2012-01-10,21100119,Final,Pistons,Mavericks,2011,86,0.435,0.8,0.462,17,29,100,0.551,0.741,0.267,28,36,Mavericks
2012-01-10,21100098,Final,Bucks,Spurs,2011,106,0.518,0.9,0.643,31,30,103,0.6,0.563,0.286,29,35,Bucks
2012-01-10,21100099,Final,Grizzlies,Thunder,2011,95,0.459,0.6,0.417,16,39,100,0.459,0.813,0.4,14,51,Thunder
2012-01-10,21100100,Final,Timberwolves,Bulls,2011,100,0.423,0.813,0.364,18,30,111,0.531,0.667,0.55,24,47,Bulls
2012-01-10,21100101,Final,Jazz,Cavaliers,2011,113,0.592,0.69,0.3,24,37,105,0.449,0.721,0.2,13,42,Jazz
2012-01-10,21100102,Final,Trail Blazers,Clippers,2011,105,0.514,0.813,0.357,21,34,97,0.446,0.708,0.261,18,39,Trail Blazers
2012-01-10,21100103,Final,Lakers,Suns,2011,99,0.488,0.826,0.118,27,49,83,0.425,0.667,0.35,18,35,Lakers
2012-01-10,21100104,Final,Warriors,Heat,2011,111,0.4,0.867,0.333,23,52,106,0.459,0.65,0.182,16,48,Warriors
2012-01-09,21100105,Final,Raptors,Timberwolves,2011,97,0.442,0.929,0.158,16,44,87,0.338,0.788,0.292,14,39,Raptors
2012-01-09,21100106,Final,76ers,Pacers,2011,96,0.5,0.737,0.353,19,48,86,0.366,0.733,0.308,18,43,76ers
2012-01-09,21100107,Final,Nets,Hawks,2011,101,0.468,0.857,0.5,24,40,106,0.538,0.684,0.429,26,33,Hawks
2012-01-09,21100108,Final,Knicks,Hornets,2011,91,0.38,0.75,0.1,16,50,87,0.415,0.8,0.368,21,49,Knicks
2012-01-09,21100109,Final,Bulls,Pistons,2011,92,0.459,0.84,0.188,19,41,68,0.394,0.786,0.25,14,37,Bulls
2012-01-09,21100094,Final,Nuggets,Pelicans,2011,81,0.408,0.714,0.348,19,35,94,0.52,0.714,0.6,26,40,Pelicans
2012-01-08,21100095,Final,Wizards,Timberwolves,2011,72,0.345,0.563,0.3,15,45,93,0.45,0.733,0.385,22,44,Timberwolves
2012-01-08,21100096,Final,Kings,Magic,2011,97,0.521,0.75,0.15,16,45,104,0.425,0.645,0.313,24,43,Magic
2012-01-08,21100097,Final,Thunder,Spurs,2011,108,0.507,0.862,0.368,25,48,96,0.417,0.76,0.583,20,42,Thunder
2012-01-08,21100082,Final,Suns,Bucks,2011,109,0.558,0.765,0.455,30,38,93,0.43,0.667,0.2,23,40,Suns
2012-01-08,21100083,Final,Trail Blazers,Cavaliers,2011,98,0.413,0.889,0.261,27,42,78,0.367,0.708,0.125,17,46,Trail Blazers
2012-01-08,21100084,Final,Lakers,Grizzlies,2011,90,0.473,0.667,0.316,24,53,82,0.409,0.5,0.111,23,34,Lakers
2012-01-07,21100085,Final,Hawks,Bulls,2011,109,0.566,1,0.75,32,31,94,0.439,0.8,0.429,21,43,Hawks
2012-01-07,21100086,Final,Pacers,Hornets,2011,99,0.506,0.731,0.222,15,45,77,0.326,0.667,0.313,12,48,Pacers
2012-01-07,21100087,Final,Nets,Heat,2011,90,0.337,0.75,0.303,24,43,101,0.5,0.833,0.333,27,45,Heat
2012-01-07,21100088,Final,Pistons,Knicks,2011,80,0.372,0.591,0.346,17,41,103,0.47,0.85,0.286,26,48,Knicks
2012-01-07,21100089,Final,76ers,Raptors,2011,97,0.434,0.741,0.238,20,51,62,0.318,0.583,0.083,15,48,76ers
2012-01-07,21100090,Final,Rockets,Thunder,2011,95,0.437,0.933,0.357,23,41,98,0.424,0.864,0.333,18,44,Thunder
2012-01-07,21100091,Final,Spurs,Nuggets,2011,121,0.551,0.778,0.45,27,38,117,0.568,0.654,0.5,25,33,Spurs
2012-01-07,21100092,Final,Mavericks,Pelicans,2011,96,0.432,0.828,0.421,22,35,81,0.406,0.821,0.545,17,39,Mavericks
2012-01-07,21100093,Final,Clippers,Bucks,2011,92,0.449,0.65,0.211,17,37,86,0.363,0.815,0.3,18,42,Clippers
2012-01-07,21100076,Final,Warriors,Jazz,2011,87,0.414,0.917,0.368,19,42,88,0.395,0.714,0.25,25,43,Jazz
2012-01-06,21100077,Final,Raptors,Nets,2011,85,0.452,0.684,0.353,19,39,97,0.388,0.741,0.484,21,44,Nets
2012-01-06,21100078,Final,76ers,Pistons,2011,96,0.459,0.813,0.278,23,49,73,0.36,0.786,0,18,42,76ers
2012-01-06,21100079,Final,Wizards,Knicks,2011,96,0.482,0.615,0.429,18,44,99,0.438,0.714,0.333,22,49,Knicks
2012-01-06,21100080,Final,Hornets,Hawks,2011,96,0.46,0.692,0.389,23,43,102,0.442,0.688,0.35,29,46,Hawks
2012-01-06,21100081,Final,Celtics,Pacers,2011,74,0.394,0.708,0.357,16,36,87,0.4,0.833,0.571,17,48,Pacers
2012-01-06,21100066,Final,Magic,Bulls,2011,83,0.4,0.762,0.35,15,37,97,0.442,0.765,0.571,27,46,Bulls
2012-01-06,21100067,Final,Pelicans,Nuggets,2011,88,0.468,0.8,0.471,19,36,96,0.468,0.773,0.238,24,37,Nuggets
2012-01-06,21100068,Final,Thunder,Rockets,2011,109,0.525,0.76,0.429,20,39,94,0.462,0.704,0.231,19,40,Thunder
2012-01-06,21100069,Final,Timberwolves,Cavaliers,2011,87,0.392,0.677,0.2,15,43,98,0.463,0.727,0.471,20,45,Cavaliers
2012-01-06,21100070,Final,Jazz,Grizzlies,2011,94,0.507,0.667,0.25,17,38,85,0.413,0.714,0.235,16,41,Jazz
2012-01-06,21100071,Final,Suns,Trail Blazers,2011,102,0.468,0.84,0.35,20,47,77,0.325,0.714,0.105,16,38,Suns
2012-01-06,21100072,Final,Lakers,Warriors,2011,97,0.481,0.69,0.273,27,47,90,0.494,0.526,0.286,19,34,Lakers
2012-01-05,21100073,Final,Hawks,Heat,2011,109,0.383,0.674,0.273,22,51,116,0.441,0.783,0.286,25,56,Heat
2012-01-05,21100074,Final,Spurs,Mavericks,2011,93,0.395,0.563,0.485,22,42,71,0.351,0.762,0.053,11,52,Spurs
2012-01-05,21100075,Final,Kings,Bucks,2011,103,0.407,0.833,0.19,16,55,100,0.513,0.619,0.474,26,31,Kings
2012-01-05,21100057,Final,Trail Blazers,Lakers,2011,107,0.461,0.769,0.417,20,39,96,0.468,0.815,0,15,47,Trail Blazers
2012-01-04,21100058,Final,Raptors,Cavaliers,2011,92,0.468,0.769,0.37,23,43,77,0.296,0.846,0.304,16,45,Raptors
2012-01-04,21100059,Final,Magic,Wizards,2011,103,0.459,0.68,0.421,27,54,85,0.366,0.833,0.167,12,44,Magic
2012-01-04,21100060,Final,Celtics,Nets,2011,89,0.493,0.619,0.375,24,45,70,0.405,0.6,0.2,15,34,Celtics
2012-01-04,21100061,Final,Knicks,Hornets,2011,110,0.494,0.75,0.379,19,40,118,0.553,0.81,0.636,27,37,Hornets
2012-01-04,21100062,Final,Heat,Pacers,2011,118,0.525,0.929,0.381,25,42,83,0.348,0.769,0.263,12,36,Heat
2012-01-04,21100063,Final,Pistons,Bulls,2011,83,0.409,0.833,0.167,18,38,99,0.526,0.667,0.417,31,40,Bulls
2012-01-04,21100064,Final,Pelicans,76ers,2011,93,0.443,0.8,0.3,21,42,101,0.477,0.833,0.25,22,38,76ers
2012-01-04,21100065,Final,Timberwolves,Grizzlies,2011,86,0.402,0.542,0.333,15,50,90,0.413,0.84,0.333,16,46,Grizzlies
2012-01-04,21100050,Final,Mavericks,Suns,2011,98,0.418,0.667,0.364,30,53,89,0.451,0.667,0.294,18,42,Mavericks
2012-01-04,21100051,Final,Spurs,Warriors,2011,101,0.474,0.708,0.588,23,45,95,0.463,0.632,0.45,18,37,Spurs
2012-01-04,21100052,Final,Nuggets,Kings,2011,110,0.605,0.682,0.333,31,50,83,0.323,0.875,0.095,12,36,Nuggets
2012-01-04,21100053,Final,Clippers,Rockets,2011,117,0.573,0.708,0.375,30,33,89,0.461,0.706,0.438,15,33,Clippers
2012-01-03,21100054,Final,Cavaliers,Hornets,2011,115,0.5,0.577,0.476,25,41,101,0.444,0.895,0.286,20,46,Cavaliers
2012-01-03,21100055,Final,Bulls,Hawks,2011,76,0.338,0.769,0.235,16,47,74,0.35,0.56,0.267,19,44,Bulls
2012-01-03,21100056,Final,Grizzlies,Kings,2011,113,0.549,0.688,0.25,20,49,96,0.41,0.826,0.375,13,41,Grizzlies
2012-01-03,21100039,Final,Thunder,Trail Blazers,2011,93,0.434,0.762,0.25,22,40,103,0.447,0.806,0.4,20,46,Trail Blazers
2012-01-03,21100040,Final,Jazz,Bucks,2011,85,0.485,0.643,0.231,24,50,73,0.305,0.813,0.095,16,48,Jazz
2012-01-03,21100041,Final,Lakers,Rockets,2011,108,0.526,0.778,0.357,25,53,99,0.427,0.857,0.355,27,38,Lakers
2012-01-02,21100042,Final,Suns,Warriors,2011,102,0.448,0.762,0.348,23,49,91,0.5,0.6,0.412,27,36,Suns
2012-01-02,21100043,Final,Celtics,Wizards,2011,100,0.458,0.667,0.5,28,43,92,0.422,0.826,0.273,14,42,Celtics
2012-01-02,21100044,Final,Nets,Pacers,2011,94,0.371,0.808,0.25,15,40,108,0.526,0.722,0.619,26,42,Pacers
2012-01-02,21100045,Final,Knicks,Raptors,2011,85,0.359,0.76,0.286,14,39,90,0.441,0.793,0.412,21,44,Raptors
2012-01-02,21100046,Final,Heat,Hawks,2011,92,0.466,0.679,0.385,23,40,100,0.476,0.65,0.563,19,40,Hawks
2012-01-02,21100047,Final,Pistons,Magic,2011,89,0.5,0.758,0.25,19,39,78,0.444,0.667,0.364,20,28,Pistons
2012-01-02,21100048,Final,Timberwolves,Spurs,2011,106,0.577,0.8,0.571,18,38,96,0.439,0.81,0.35,26,30,Timberwolves
2012-01-02,21100049,Final,Mavericks,Thunder,2011,100,0.488,0.85,0.313,21,41,87,0.403,0.769,0.263,12,41,Mavericks
2012-01-02,21100033,Final,Nuggets,Bucks,2011,91,0.398,0.778,0.211,22,49,86,0.42,0.636,0.263,19,38,Nuggets
2012-01-02,21100034,Final,Jazz,Pelicans,2011,94,0.487,0.652,0.333,20,36,90,0.5,0.813,0.3,22,37,Jazz
2012-01-01,21100035,Final,Wizards,Celtics,2011,86,0.41,0.87,0.125,15,39,94,0.5,0.652,0.417,26,41,Celtics
2012-01-01,21100036,Final,Magic,Raptors,2011,102,0.493,0.667,0.444,20,33,96,0.457,0.931,0.385,23,33,Magic
2012-01-01,21100037,Final,Heat,Hornets,2011,129,0.6,0.839,0.636,33,47,90,0.38,0.667,0.333,20,40,Heat
2012-01-01,21100038,Final,Cavaliers,Nets,2011,98,0.487,0.545,0.615,24,36,82,0.38,0.75,0.318,16,32,Cavaliers
2012-01-01,21100023,Final,Timberwolves,Mavericks,2011,99,0.424,0.708,0.455,15,54,82,0.377,0.81,0.292,17,35,Timberwolves
2012-01-01,21100024,Final,Bulls,Grizzlies,2011,104,0.464,0.724,0.385,24,55,64,0.31,0.786,0.111,13,40,Bulls
2012-01-01,21100025,Final,Nuggets,Lakers,2011,99,0.465,0.838,0.111,21,44,90,0.398,0.667,0.174,19,44,Nuggets
2012-01-01,21100026,Final,Kings,Pelicans,2011,96,0.412,0.857,0.348,16,41,80,0.404,0.5,0,24,60,Kings
2012-01-01,21100027,Final,Clippers,Trail Blazers,2011,93,0.48,0.625,0.25,25,38,88,0.423,0.818,0.267,20,46,Clippers
2011-12-31,21100028,Final,Lakers,Nuggets,2011,92,0.453,0.8,0.083,24,50,89,0.425,0.636,0.269,22,36,Lakers
2011-12-31,21100029,Final,Pistons,Pacers,2011,96,0.476,0.769,0.533,25,49,88,0.395,0.821,0.333,17,36,Pistons
2011-12-31,21100030,Final,Rockets,Hawks,2011,95,0.463,0.769,0.474,26,45,84,0.438,0.625,0.25,16,40,Rockets
2011-12-31,21100031,Final,Thunder,Suns,2011,107,0.532,0.889,0.409,25,45,97,0.398,0.826,0.308,19,37,Thunder
2011-12-31,21100032,Final,Kings,Knicks,2011,92,0.349,0.634,0.273,15,51,114,0.449,0.889,0.357,26,43,Knicks
2011-12-31,21100018,Final,Spurs,Jazz,2011,104,0.486,0.71,0.625,26,46,89,0.371,0.84,0.125,11,44,Spurs
2011-12-31,21100019,Final,Warriors,76ers,2011,79,0.382,0.583,0.235,20,48,107,0.494,0.581,0.55,29,48,76ers
2011-12-30,21100020,Final,Hornets,Magic,2011,79,0.361,0.778,0.333,19,41,100,0.44,0.583,0.429,23,49,Magic
2011-12-30,21100021,Final,Pacers,Cavaliers,2011,98,0.383,0.75,0.2,15,60,91,0.386,0.581,0.2,13,49,Pacers
2011-12-30,21100022,Final,Celtics,Pistons,2011,96,0.522,1,0.438,25,30,85,0.43,0.933,0.188,18,35,Celtics
2011-12-30,21100006,Final,Hawks,Nets,2011,105,0.481,0.711,0.267,22,38,98,0.463,0.929,0.45,20,40,Hawks
2011-12-30,21100007,Final,Grizzlies,Rockets,2011,113,0.563,0.697,0,23,42,93,0.43,0.778,0.379,19,33,Grizzlies
2011-12-30,21100008,Final,Pelicans,Suns,2011,78,0.289,0.821,0.214,14,57,93,0.423,0.909,0.304,22,47,Suns
2011-12-30,21100009,Final,Timberwolves,Heat,2011,101,0.47,0.6,0.379,21,49,103,0.495,0.571,0.214,29,42,Heat
2011-12-30,21100010,Final,Bucks,Wizards,2011,102,0.534,0.64,0.4,26,50,81,0.353,0.737,0.389,19,35,Bucks
2011-12-30,21100011,Final,Mavericks,Raptors,2011,99,0.444,0.737,0.28,21,40,86,0.458,0.778,0.429,20,38,Mavericks
2011-12-30,21100012,Final,Jazz,76ers,2011,102,0.443,0.788,0.375,17,41,99,0.481,0.724,0.308,19,40,Jazz
2011-12-30,21100013,Final,Clippers,Bulls,2011,101,0.513,0.6,0.467,26,31,114,0.5,0.853,0.412,29,45,Bulls
2011-12-29,21100014,Final,Magic,Nets,2011,94,0.444,0.52,0.429,25,46,78,0.377,0.667,0.353,17,42,Magic
2011-12-29,21100015,Final,Rockets,Spurs,2011,105,0.506,0.769,0.346,21,46,85,0.376,0.65,0.118,12,46,Rockets
2011-12-29,21100016,Final,Thunder,Mavericks,2011,104,0.587,0.75,0.429,19,38,102,0.422,0.81,0.346,25,38,Thunder
2011-12-29,21100017,Final,Kings,Bulls,2011,98,0.422,0.588,0.471,13,42,108,0.538,0.762,0.5,25,41,Bulls
2011-12-29,21100001,Final,Trail Blazers,Nuggets,2011,111,0.519,0.913,0.4,20,50,102,0.402,0.848,0.2,17,30,Trail Blazers
2011-12-29,21100002,Final,Lakers,Knicks,2011,99,0.521,0.636,0.563,23,40,82,0.313,0.829,0.273,15,32,Lakers
2011-12-28,21100003,Final,Raptors,Pacers,2011,85,0.456,0.538,0.4,21,39,90,0.395,0.864,0.438,20,41,Pacers
2011-12-28,21100004,Final,Hornets,Heat,2011,95,0.476,0.625,0.389,22,53,96,0.462,0.821,0.167,19,30,Heat
2011-12-28,21100005,Final,Hawks,Wizards,2011,101,0.427,0.8,0.391,21,45,83,0.39,0.773,0.375,16,32,Hawks
2011-12-28,11100030,Final,Pistons,Cavaliers,2011,89,0.444,0.727,0.429,16,26,105,0.571,0.818,0.583,28,40,Cavaliers
2011-12-28,11100029,Final,Grizzlies,Thunder,2011,95,0.391,0.758,0.125,13,49,98,0.377,0.789,0.4,16,41,Thunder
2011-12-28,11100021,Final,Pelicans,Celtics,2011,97,0.456,0.84,0.333,16,48,78,0.372,0.722,0.412,16,37,Pelicans
2011-12-28,11100024,Final,Spurs,Clippers,2011,115,0.563,1,0.526,27,43,90,0.392,0.758,0.35,17,30,Spurs
2011-12-28,11100025,Final,Nuggets,Jazz,2011,117,0.535,0.731,0.316,29,45,100,0.481,0.68,0.438,25,39,Nuggets
2011-12-28,11100022,Final,Suns,76ers,2011,83,0.413,0.833,0.182,15,39,103,0.477,0.778,0.412,22,48,76ers
2011-12-28,11100026,Final,Warriors,Knicks,2011,92,0.455,0.667,0.375,20,47,78,0.4,0.72,0.19,15,31,Warriors
2011-12-27,11100027,Final,Nets,Hawks,2011,70,0.31,0.808,0.208,9,36,106,0.442,0.857,0.522,23,51,Hawks
2011-12-27,11100023,Final,Heat,Celtics,2011,115,0.56,0.714,0.6,22,38,107,0.514,0.778,0.632,20,28,Heat
2011-12-27,11100028,Final,Bucks,Timberwolves,2011,98,0.426,0.8,0.125,24,45,95,0.4,0.733,0.429,14,54,Bucks
2011-12-27,11100015,Final,Trail Blazers,Kings,2011,101,0.447,0.786,0.167,25,44,79,0.378,0.636,0.188,11,42,Trail Blazers
2011-12-27,11100016,Final,Lakers,Jazz,2011,96,0.423,0.811,0.375,17,46,71,0.322,0.706,0.077,20,46,Lakers
2011-12-26,11100017,Final,Wizards,Nets,2011,84,0.419,0.618,0.143,13,39,90,0.395,0.8,0.231,17,58,Nets
2011-12-26,11100019,Final,Hornets,Bucks,2011,96,0.442,0.762,0.211,27,52,95,0.405,0.826,0.348,21,39,Hornets
2011-12-26,11100018,Final,Magic,Rockets,2011,104,0.53,0.7,0.409,19,35,95,0.439,0.85,0.222,26,41,Magic
2011-12-26,11100020,Final,Cavaliers,Raptors,2011,96,0.412,0.714,0.3,21,37,104,0.532,0.846,0.429,35,45,Raptors
2011-12-26,11100012,Final,Pacers,Pistons,2011,91,0.368,0.8,0.467,20,53,79,0.36,0.857,0.368,17,40,Pacers
2011-12-26,11100013,Final,Timberwolves,Thunder,2011,100,0.448,0.731,0.136,22,40,104,0.449,0.935,0.313,18,42,Thunder
2011-12-26,11100014,Final,Mavericks,Nuggets,2011,93,0.421,0.778,0.296,19,37,115,0.494,0.794,0.37,18,47,Nuggets
2011-12-26,11100009,Final,Spurs,Grizzlies,2011,95,0.398,0.682,0.303,23,37,82,0.466,0.579,0.429,18,42,Spurs
2011-12-26,11100010,Final,Suns,Pelicans,2011,84,0.395,0.789,0.2,23,45,85,0.443,0.619,0.125,10,47,Pelicans
2011-12-26,11100011,Final,Kings,Lakers,2011,100,0.467,0.6,0.5,16,40,91,0.42,0.842,0.063,21,45,Kings
2011-12-26,11100005,Final,Trail Blazers,76ers,2011,107,0.412,0.783,0.474,24,50,103,0.482,0.789,0.421,21,47,Trail Blazers
2011-12-26,11100006,Final,Warriors,Bulls,2011,99,0.468,0.742,0.267,22,36,91,0.415,0.682,0.333,16,47,Warriors
2011-12-25,11100007,Final,Knicks,Celtics,2011,106,0.473,0.794,0.45,17,31,104,0.513,0.774,0.4,28,41,Knicks
2011-12-25,11100008,Final,Mavericks,Heat,2011,94,0.378,0.767,0.321,23,31,105,0.487,0.694,0.571,18,51,Heat
2011-12-25,11100001,Final,Lakers,Bulls,2011,87,0.474,0.55,0.25,22,42,88,0.404,0.643,0.467,21,41,Bulls
2011-12-25,11100003,Final,Thunder,Magic,2011,97,0.472,0.731,0.526,21,43,89,0.37,0.808,0.286,18,45,Thunder
2011-12-25,11100004,Final,Warriors,Clippers,2011,86,0.39,0.708,0.238,17,48,105,0.457,0.605,0.348,22,43,Clippers
2011-12-22,11100002,Final,Hawks,Hornets,2011,92,0.407,0.889,0.154,17,50,75,0.4,0.667,0.273,15,30,Hawks
2011-12-22,41000406,Final,Suns,Nuggets,2011,85,0.367,0.625,0.304,15,40,110,0.429,0.805,0.278,21,54,Nuggets
2011-12-21,41000405,Final,Magic,Heat,2011,104,0.5,0.556,0.296,27,38,100,0.414,0.736,0.231,16,35,Magic
2011-12-21,41000404,Final,Celtics,Raptors,2011,81,0.391,0.735,0.286,16,38,73,0.324,0.667,0.059,11,48,Celtics
2011-12-21,41000403,Final,Knicks,Nets,2011,88,0.337,0.606,0.267,15,56,82,0.402,0.5,0.154,16,54,Knicks
2011-12-21,41000402,Final,Pelicans,Grizzlies,2011,95,0.434,0.706,0.5,21,46,80,0.378,0.778,0.2,17,42,Pelicans
2011-12-21,41000401,Final,Bucks,Timberwolves,2011,84,0.438,0.391,0.263,24,39,85,0.414,0.808,0.4,19,46,Timberwolves
2011-12-21,41000305,Final,Spurs,Rockets,2011,97,0.515,0.741,0.5,25,36,95,0.442,0.88,0.278,21,35,Spurs
2011-12-21,41000315,Final,Jazz,Trail Blazers,2011,92,0.413,0.714,0.313,17,52,89,0.354,0.813,0.318,21,40,Jazz
2011-12-21,41000304,Final,Clippers,Lakers,2011,108,0.482,0.667,0.4,29,27,103,0.548,0.786,0.5,27,44,Clippers
2011-12-20,41000314,Final,76ers,Wizards,2011,101,0.417,0.773,0.438,20,55,94,0.35,0.759,0.111,16,52,76ers
2011-12-20,41000303,Final,Cavaliers,Pistons,2011,89,0.416,0.548,0.348,21,43,90,0.371,0.909,0.444,13,46,Pistons
2011-12-20,41000313,Final,Bulls,Pacers,2011,93,0.506,0.8,0.2,30,45,85,0.368,0.739,0.286,16,44,Bulls
2011-12-20,41000312,Final,Thunder,Mavericks,2011,87,0.43,0.636,0.214,18,51,83,0.418,0.846,0.286,22,39,Thunder
2011-12-20,41000302,Final,Nuggets,Suns,2011,127,0.527,0.632,0.318,33,55,110,0.446,0.71,0.25,27,44,Nuggets
2011-12-20,41000311,Final,Kings,Warriors,2011,95,0.451,0.618,0.556,21,42,91,0.388,0.71,0.176,23,47,Kings
2011-12-19,41000227,Final,Hornets,Hawks,2011,79,0.355,0.741,0.333,15,46,77,0.392,0.778,0.077,17,42,Hornets
2011-12-19,41000301,Final,Trail Blazers,Jazz,2011,110,0.558,0.9,0.261,25,33,90,0.416,0.806,0.083,18,41,Trail Blazers
2011-12-19,41000226,Final,Lakers,Clippers,2011,95,0.448,0.683,0.438,22,41,114,0.488,0.808,0.464,25,34,Clippers
2011-12-18,41000206,Final,Raptors,Celtics,2011,75,0.384,0.923,0.368,19,39,76,0.394,0.739,0.429,18,35,Celtics
2011-12-18,41000215,Final,Heat,Magic,2011,118,0.587,0.885,0.412,24,42,85,0.354,0.75,0.355,18,31,Heat
2011-12-18,41000225,Final,Mavericks,Thunder,2011,92,0.38,0.75,0.4,21,33,106,0.564,0.829,0.476,17,45,Thunder
2011-12-17,41000205,Final,Nets,Knicks,2011,83,0.478,0.6,0.143,19,46,92,0.405,0.68,0.269,21,37,Knicks
2011-12-17,41000214,Final,Rockets,Spurs,2011,101,0.476,0.645,0.15,24,56,87,0.354,0.619,0.143,15,38,Rockets
2011-12-17,41000224,Final,Timberwolves,Bucks,2011,117,0.474,0.824,0.625,22,52,96,0.393,0.679,0.35,20,40,Timberwolves
2011-12-17,41000234,Final,Warriors,Kings,2011,107,0.494,0.739,0.286,25,47,96,0.448,0.697,0.464,21,32,Warriors
2011-12-16,41000204,Final,Pacers,Bulls,2011,86,0.337,0.632,0.333,11,46,95,0.493,0.857,0.429,17,48,Bulls
2011-12-16,41000223,Final,Wizards,76ers,2011,78,0.329,0.852,0.2,10,35,103,0.506,0.81,0.471,24,42,76ers
2011-12-16,41000213,Final,Pistons,Cavaliers,2011,87,0.377,0.657,0.316,15,45,91,0.352,0.679,0.158,17,49,Cavaliers
2011-12-16,41000203,Final,Grizzlies,Pelicans,2011,90,0.5,0.667,0.286,24,37,97,0.451,0.808,0.2,17,29,Pelicans
2011-06-12,41000233,Final,Heat,Mavericks,2010,95,0.472,0.606,0.304,20,39,105,0.5,0.667,0.423,19,40,Mavericks
2011-06-09,41000202,Final,Mavericks,Heat,2010,112,0.565,0.778,0.684,23,26,103,0.529,0.808,0.4,25,36,Mavericks
2011-06-07,41000232,Final,Mavericks,Heat,2010,86,0.397,0.8,0.211,13,41,83,0.427,0.708,0.143,19,44,Mavericks
2011-06-05,41000212,Final,Mavericks,Heat,2010,86,0.4,0.815,0.381,18,42,88,0.436,0.8,0.421,20,36,Heat
2011-06-02,41000222,Final,Heat,Mavericks,2010,93,0.466,0.667,0.3,13,30,95,0.48,0.81,0.353,18,41,Mavericks
2011-05-31,41000201,Final,Heat,Mavericks,2010,92,0.388,0.731,0.458,20,46,84,0.373,0.781,0.409,18,36,Heat
2011-05-26,41000231,Final,Bulls,Heat,2010,80,0.358,0.714,0.318,18,45,83,0.394,0.758,0.4,12,42,Heat
2011-05-25,41000221,Final,Mavericks,Thunder,2010,100,0.41,0.861,0.25,19,44,96,0.427,0.84,0.313,16,49,Mavericks
